id,Duration (in seconds),Q1.2,Q2.1,Q2.2,Q2.3,F4_1,F4_2,F4_3,F4_4,F4_5,Q2.5,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.2_7,Q3.2_8,Q3.2_9,Q3.3,Q4.1,Q4.1_11_TEXT,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.3_8,Q4.3_9,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.4_6,Q4.4_7,Q4.4_8,Q4.4_9,Q4.4_10,Q4.4_11,Q4.4_12,Q4.4_13,Q4.4_14,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_8,Q4.6_9,Q4.6_10,Q4.6_11,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q4.9_1,Q4.9_2,Q4.9_3,Q4.9_4,Q4.9_5,Q4.9_6,Q4.9_7,Q4.9_8,Q4.9_9,Q4.9_10,Q4.9_11,Q4.10_1,Q4.10_2,Q4.10_3,Q4.10_4,Q4.10_5,Q4.10_6,Q4.11_1,Q4.11_2,Q4.11_3,Q4.11_4,Q4.11_5,Q4.11_6,Q4.11_7,Q4.11_8,Q4.11_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q5.1_8,Q5.1_9,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.2_5,Q5.2_6,Q5.2_7,Q5.2_8,Q5.2_9,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.3_7,Q5.3_8,Q5.3_9,Q9.1,sex,age,pref
2610,589,1,2,9,11,0,0,0,0,0,2,3,3,88,3,3,3,3,1,3,2,3,88,3,,,,,,,,1,,,12,,7,10,7,3,4,6,6,0,2,5,1,1,5,5,2,2,4,0,32,,,70,,0,36,25,34,37,38,32,32,2,4,4,2,4,4,4,5,5,5,5,2,5,1,3,5,1,2,3,5,5,3,5,2,4,4,3,4,4,5,4,6,5,5,4,4,4,4,5,5,5,5,5,5,3,5,6,4,4,,,,,,,,,,1,4,4,2,2,1,1,2,1,,,,,,,,,,1,2,21,40
2611,900,1,4,10,6,0,0,0,0,3,3,3,2,3,2,1,3,1,1,1,3,3,3,3,1,1,,,,,,,,1,1,,10,10,1,1,0,0,2,0,3,1,3,3,4,2,1,3,4,100,40,,40,40,20,,71,71,70,96,31,30,39,4,4,4,4,3,3,4,2,5,3,4,5,5,4,4,5,2,2,5,5,5,5,5,4,4,4,5,4,4,3,4,6,2,4,5,5,5,5,5,5,6,6,6,6,6,5,6,5,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,1,1,72,1
2612,597,1,4,1,11,0,0,0,0,2,2,3,3,1,3,3,3,2,1,1,1,3,3,3,1,,,,,,,,,1,12,,5,9,2,6,0,7,6,5,2,2,1,1,3,88,2,2,4,50,40,3,50,49,51,50,,,,,,,,1,1,4,3,3,5,3,1,6,6,4,1,1,1,3,1,1,2,4,4,4,4,4,1,2,4,1,2,2,3,1,6,6,4,1,1,2,1,1,2,5,5,6,6,6,2,5,5,6,,,,,,,,,,,,,,,,,,,3,2,1,1,1,3,2,2,1,1,1,60,21
2613,2398,1,2,8,2,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,,,1,,,12,,5,10,3,3,5,10,5,5,3,1,1,2,3,3,3,4,4,0,50,,50,,0,,50,50,50,,,,,2,4,4,88,88,88,4,1,99,99,88,4,4,4,3,4,88,2,1,4,4,4,1,3,3,88,3,88,88,3,1,4,3,88,88,4,4,3,4,3,6,5,6,6,5,3,5,6,1,2,2,1,2,2,6,2,2,1,,,,,,,,,,,,,,,,,,,1,2,64,43
2614,1225,1,3,7,6,0,0,0,0,3,1,3,3,3,3,3,2,2,3,2,2,2,2,3,,,,,,,,1,,,12,,5,10,0,5,0,8,4,5,4,4,1,2,3,2,4,3,4,60,40,10,50,30,50,30,50,40,50,50,40,40,40,4,4,5,4,4,4,4,4,6,4,99,88,4,4,4,5,4,2,4,5,5,4,5,3,4,4,4,4,3,4,4,6,4,99,88,5,4,4,4,3,3,4,5,88,2,3,4,88,2,,,,,,,,,,,,,,,,,,,4,4,3,2,3,5,3,2,2,1,1,59,1
2615,1290,1,3,5,99,99,99,99,99,99,99,99,99,88,3,3,3,3,99,99,3,88,3,3,,,,,,,,1,,,99,,,,,,,,,,1,5,88,88,3,88,99,3,4,,,,,,,,100,100,100,,,,,2,2,3,4,,4,2,3,5,3,3,5,5,5,4,5,5,2,,4,3,,,88,88,3,99,99,99,99,99,99,88,5,88,99,88,3,99,1,5,6,5,3,4,6,6,5,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,49,12
2616,133249,1,2,5,3,0,0,0,0,0,3,3,3,88,3,3,3,88,3,3,3,2,3,3,,,,,,,,1,,,12,,,10,8,2,4,7,,,88,1,1,1,1,1,2,5,4,,,,,,,,,,,,,,,1,1,88,2,1,1,1,1,3,4,1,5,6,5,5,6,5,2,6,5,3,3,2,88,1,88,88,1,1,1,1,1,1,1,5,5,88,88,5,88,2,3,5,1,4,1,4,88,2,,,,,,,,,,4,3,2,1,1,3,4,1,1,,,,,,,,,,1,2,38,14
2617,638,1,2,6,99,0,0,0,0,1,3,3,2,3,3,3,3,2,3,3,3,3,3,3,,,,,,,,1,,,12,,5,4,4,3,5,,,,2,4,2,1,1,2,3,5,5,43,39,,,,,,44,31,37,,,,,2,2,4,2,3,2,3,1,5,4,2,4,4,4,5,4,4,2,3,3,3,2,3,2,2,3,2,3,2,3,2,4,3,2,4,4,4,4,5,4,3,3,4,4,2,2,3,3,6,6,4,4,3,3,2,5,6,3,,,,,,,,,,,,,,,,,,,1,2,45,5
2618,1178,1,4,2,8,0,0,0,0,1,3,3,1,1,2,3,1,1,1,3,1,3,3,2,,,,,,1,1,,,,7,,2,9,4,10,1,6,6,6,5,1,1,1,5,1,1,1,4,0,70,90,0,20,0,0,70,50,50,0,70,50,80,3,3,88,3,4,88,3,2,3,2,2,4,4,3,4,4,3,2,1,1,1,4,1,1,2,2,2,3,2,1,1,2,2,1,4,4,4,4,4,4,3,3,4,1,4,4,4,3,5,,,,,,,,,,,,,,,,,,,4,4,4,4,3,3,4,3,3,1,1,52,18
2619,991,1,4,1,99,0,0,0,0,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,1,,,,12,,4,10,3,10,0,10,6,10,2,1,1,1,2,1,2,2,4,10,30,50,40,34,0,,,,,,,,,3,3,3,4,2,4,4,2,6,4,4,2,4,5,5,2,4,2,4,4,4,4,4,2,4,2,4,2,4,4,1,6,2,2,5,5,4,5,2,2,3,4,4,3,4,2,3,2,2,,,,,,,,,,,,,,,,,,,2,4,2,1,1,2,1,2,1,1,1,48,13
2620,1426,1,3,8,7,0,0,0,0,2,3,2,3,1,3,3,3,2,1,1,1,1,3,3,,,,,,1,1,,,,9,,5,8,4,5,3,8,5,5,3,4,3,3,3,3,2,2,4,70,40,75,45,50,85,87,76,50,50,50,50,45,45,4,3,4,4,4,4,4,2,6,4,4,3,2,4,4,3,4,2,5,5,5,4,5,4,4,4,4,3,4,4,1,5,4,4,3,2,4,3,3,4,4,4,4,4,4,3,3,4,4,1,2,3,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,1,2,70,24
2621,1908,1,4,10,5,0,0,0,0,2,3,3,3,3,3,3,3,1,1,1,1,3,1,3,1,,,,,,1,,,1,12,,5,7,4,4,2,6,4,3,3,2,3,3,3,3,2,2,4,55,40,20,50,50,45,30,50,55,55,55,40,40,45,4,3,4,3,3,4,4,88,5,4,4,4,4,4,4,4,4,2,4,5,5,4,4,4,4,4,88,88,4,4,88,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,,,,,,,,3,2,2,2,2,2,2,3,2,,,,,,,,,,1,1,70,14
2622,969,1,3,8,3,1,0,0,0,0,3,3,1,2,3,3,3,1,1,3,3,3,3,3,,,,,,,,1,,,4,,,,,,2,,,,4,3,1,1,4,3,2,1,4,8,37,100,6,15,16,4,86,89,100,50,75,72,,2,3,3,6,4,4,4,1,6,4,4,2,5,4,2,4,3,2,3,7,3,3,4,3,3,2,3,3,3,3,2,6,3,3,3,4,3,3,4,3,6,6,6,6,6,6,6,6,4,3,2,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,64,33
2623,1751,1,2,8,5,0,0,0,0,4,2,3,3,3,3,3,3,1,3,2,1,3,3,3,,,,,,1,1,,,,12,,,,,,,,,,2,2,2,2,3,2,3,4,4,,,,,,,,50,50,85,,,,,88,88,4,88,88,5,88,88,6,4,88,88,5,88,3,4,88,2,5,6,6,5,6,88,88,88,88,88,88,88,88,6,88,88,88,5,88,88,88,88,6,6,5,3,5,4,5,5,88,,,,,,,,,,,,,,,,,,,3,2,2,2,2,3,3,2,2,1,2,71,40
2624,742,1,3,6,4,0,0,1,1,0,3,2,2,3,3,3,3,1,2,3,2,2,2,3,,,,,,,,1,,,12,,,,,,,,,,3,2,1,1,2,4,4,3,4,0,0,0,0,0,0,0,50,50,50,,,,,3,3,4,3,3,3,3,5,6,4,2,3,5,3,3,5,3,2,2,3,3,3,3,2,2,3,3,3,3,1,4,6,4,3,3,5,3,3,5,3,3,5,1,3,4,1,4,2,5,3,3,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,1,2,46,11
2625,769,1,99,8,99,99,99,99,99,99,99,3,3,3,3,3,3,2,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,3,2,3,3,4,,,,,,,,,,,,,,,1,2,3,2,2,2,2,1,4,3,3,3,3,3,3,3,3,2,4,,,4,4,1,2,2,2,2,1,2,2,3,2,1,3,3,3,3,3,3,3,2,1,3,2,2,4,3,5,,,,,,,,,,4,4,2,4,4,4,4,4,4,,,,,,,,,,1,2,66,14
2626,985,1,4,2,4,1,0,0,0,0,3,3,3,3,3,3,3,3,1,2,2,1,3,3,,,,,,,,1,,,1,,8,7,6,6,6,4,4,5,2,2,2,2,4,4,4,4,4,64,50,50,66,35,34,45,82,67,74,31,69,70,65,3,3,4,3,3,4,3,4,5,4,4,4,4,3,4,4,3,2,4,5,5,3,5,3,3,4,3,3,4,4,4,5,5,4,4,4,3,3,4,3,5,5,5,3,4,5,5,3,2,2,2,2,1,1,1,1,3,3,,,,,,,,,,,,,,,,,,,1,2,39,11
2627,1096,1,3,6,99,0,0,0,0,0,4,2,2,2,3,3,3,3,3,3,3,2,3,3,,,,,,,,1,,,12,,,,,,,,,,2,2,1,1,2,3,3,4,4,1,50,50,57,50,50,50,70,50,60,50,50,50,50,3,3,3,4,4,3,4,3,5,4,3,4,5,5,4,5,4,2,4,4,3,3,4,2,3,3,3,3,3,3,2,5,4,3,4,5,4,5,5,4,3,5,4,3,4,3,4,4,3,,,,,,,,,,4,3,,2,2,3,3,4,2,,,,,,,,,,1,2,51,35
2628,930,1,2,10,4,0,0,0,0,2,4,3,3,2,3,3,3,2,3,3,2,3,3,3,,,,,,,,1,,,5,,5,8,6,6,4,4,6,5,1,2,1,1,1,1,2,2,4,30,40,23,59,42,25,37,29,22,38,54,53,44,39,2,4,4,3,3,5,4,3,4,4,88,2,4,4,1,4,3,2,5,5,5,5,5,3,3,3,3,2,2,2,3,4,4,4,3,5,4,2,4,4,5,4,4,4,5,5,5,5,3,,,,,,,,,,4,1,1,2,2,2,2,2,2,,,,,,,,,,1,1,74,40
2629,132,1,3,6,6,0,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,88,88,88,88,88,88,88,88,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,1,2,48,11
2630,975,1,3,10,99,0,0,0,0,2,1,3,88,3,3,3,3,3,3,3,88,3,3,3,,,,,,1,1,,,,12,,1,10,1,2,0,9,3,,4,5,1,1,4,3,1,1,4,9,70,70,30,20,10,,100,50,100,0,,,92,3,4,88,4,4,4,4,88,6,4,88,4,4,4,3,4,4,2,5,4,4,4,4,3,4,99,4,3,99,2,1,6,3,99,4,4,3,4,4,3,88,5,4,1,4,1,88,88,88,,,,,,,,,,,,,,,,,,,4,3,1,1,1,5,1,1,1,1,2,64,15
2631,814,1,3,7,8,1,1,0,0,0,3,3,2,2,3,2,3,3,1,2,1,1,1,3,,,,,1,,,,,,1,,,,,,,,,,2,1,1,2,2,3,4,4,4,50,,,,,,,50,,50,,,,,3,3,88,3,88,4,3,3,5,5,5,88,88,88,88,88,3,2,4,6,6,4,4,2,3,88,88,88,4,88,88,5,5,6,4,88,3,4,88,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,3,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,48,42
2632,250,1,3,1,7,1,1,0,0,0,2,3,2,3,1,1,2,3,2,1,1,1,3,2,1,1,,,,,,,,1,5,,7,,,3,,8,2,,4,3,3,2,5,3,4,5,4,31,55,82,77,75,22,83,83,80,27,34,65,54,74,4,1,3,3,2,2,2,4,2,3,3,5,1,5,3,4,88,1,7,,6,,3,4,6,6,1,6,6,2,5,1,88,99,6,2,4,5,4,3,4,4,4,5,2,2,4,5,4,2,3,3,2,3,4,2,2,5,,,,,,,,,,,,,,,,,,,1,1,28,26
2633,1073,1,4,10,99,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,1,2,3,,1,,,,,,,,,12,,6,10,5,4,1,9,7,0,2,2,88,3,3,88,4,4,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,5,5,88,88,4,4,88,4,88,2,4,4,4,4,4,88,88,88,88,88,88,88,88,5,5,88,88,5,88,5,5,5,88,4,4,4,88,88,88,4,88,2,2,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,1,2,44,2
2634,813,1,4,2,5,0,0,0,0,0,2,3,3,2,2,3,2,3,1,1,1,3,2,3,1,,,,,1,,,,1,12,,,,,,,,,,3,4,2,4,3,2,2,2,4,,,,,,,,83,,61,,,,,2,3,4,3,4,5,4,3,5,4,3,3,3,4,3,3,3,2,5,5,5,5,5,2,2,3,4,4,4,3,3,5,4,3,3,4,3,3,3,3,3,4,4,2,3,3,4,2,2,4,2,2,2,3,2,3,3,4,,,,,,,,,,,,,,,,,,,1,2,44,47
2635,265,1,4,9,7,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,1,3,4,3,2,3,4,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,88,4,1,88,88,6,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,21,19
2636,213414,1,2,4,8,1,2,0,0,0,3,3,3,3,3,3,3,3,2,3,3,1,3,3,,,,,,,,1,,,1,,5,5,7,0,0,7,,9,4,3,3,3,3,3,4,3,4,61,,0,30,,30,,,,,,,,,4,4,88,3,88,4,4,88,6,5,5,3,3,3,5,5,4,2,4,4,5,4,4,4,4,3,3,88,3,3,2,5,4,5,88,88,88,88,88,88,5,5,5,4,4,2,5,4,88,2,1,1,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,1,1,45,14
2637,1356,1,2,1,3,0,0,0,0,2,3,3,3,1,3,3,1,3,88,3,3,1,1,3,,,,,,,,1,,,5,,,,,,,,,,2,1,1,1,4,4,3,2,4,0,32,66,84,23,0,50,93,50,50,,,,,1,1,3,3,4,4,4,3,4,5,3,3,5,88,88,5,3,2,,4,,,,1,1,2,3,4,88,88,1,4,5,3,3,4,3,3,4,88,88,5,5,88,88,3,5,5,88,5,6,4,2,1,1,4,4,2,,,,,,,,,,,,,,,,,,,1,2,62,40
2638,2871,1,4,7,12,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,88,3,3,3,,,,,,,,1,,,12,,5,5,5,5,5,5,5,5,4,1,1,1,4,88,2,2,5,29,50,50,50,50,50,32,,72,50,50,50,50,50,88,88,88,88,88,88,88,88,88,88,88,88,6,6,88,88,1,5,3,1,4,1,1,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,6,6,6,6,6,4,6,6,6,,,,,,,,,,5,6,1,6,6,1,2,2,1,,,,,,,,,,1,2,61,13
2639,703,1,4,5,99,0,0,0,0,0,1,3,3,2,3,3,2,2,1,2,3,1,3,3,,,,,,,,1,,,12,,,,,,,,,,3,4,3,3,3,2,3,3,4,,,,,,,,,,,,,,,4,4,4,4,1,1,4,4,5,5,4,4,4,4,4,3,4,2,4,4,4,4,4,3,4,2,4,4,3,3,3,5,4,4,3,2,4,4,3,4,5,5,5,4,5,4,5,4,4,,,,,,,,,,2,3,2,4,2,4,3,4,3,,,,,,,,,,1,2,60,40
2640,2994,1,3,9,99,0,0,0,0,0,3,3,2,3,3,1,3,3,2,3,2,3,3,3,,,,,,,1,,,,10,,9,6,1,4,0,1,4,2,4,2,2,2,5,2,2,2,4,66,10,0,12,27,1,7,53,100,50,98,57,59,0,5,5,5,4,5,5,5,4,6,5,5,4,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,6,5,5,5,4,4,5,4,5,6,6,6,6,6,6,6,6,5,,,,,,,,,,2,1,1,2,2,1,2,1,1,,,,,,,,,,1,1,21,25
2641,1935,1,2,5,99,0,0,0,0,0,2,3,2,2,3,3,3,3,3,3,1,1,3,3,,,,,,,,1,,,12,,5,1,5,4,6,9,5,5,2,1,1,1,3,3,3,2,4,0,50,55,60,40,0,50,60,50,50,40,60,60,65,2,4,4,3,4,4,4,4,6,5,4,88,4,4,88,2,2,2,5,5,5,4,4,2,4,2,3,2,2,3,2,6,5,3,4,4,4,2,2,1,5,5,6,4,4,4,4,99,4,3,4,2,2,4,3,4,4,5,,,,,,,,,,,,,,,,,,,1,2,56,23
2642,1073,1,2,10,1,0,0,0,0,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,10,,3,9,,10,,3,3,2,2,4,3,2,2,4,55,53,52,60,,,,65,64,59,,,59,,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,2,6,7,5,,,3,3,3,3,3,2,2,2,4,3,3,4,4,4,4,3,3,4,5,4,5,5,3,4,4,3,3,3,3,4,2,3,4,3,4,,,,,,,,,,,,,,,,,,,1,1,66,40
2643,475,1,4,1,10,0,1,0,0,0,1,3,3,3,3,3,1,3,3,1,3,3,3,3,1,,,,1,,,,,1,2,,3,8,4,10,2,6,4,10,4,2,5,1,2,1,2,2,4,0,75,82,0,59,11,0,78,6,74,1,87,74,100,3,4,4,2,4,2,4,1,6,4,4,5,5,5,5,5,4,2,6,6,6,3,6,3,5,3,3,3,3,2,1,5,4,3,2,2,2,5,5,2,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,2,2,2,2,4,1,3,3,2,1,1,42,13
2644,1164,1,3,1,99,0,0,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,1,,8,7,2,5,0,5,3,8,3,3,2,3,3,3,3,3,3,80,0,0,39,20,50,71,50,78,50,75,50,50,19,4,4,4,3,3,3,4,4,5,4,4,3,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,5,5,5,5,5,5,4,5,5,,,,,,,,,,3,3,2,2,2,3,2,2,2,,,,,,,,,,1,2,58,14
2645,685,1,3,2,7,2,0,1,1,0,1,3,2,3,99,3,3,3,3,2,3,3,3,3,,,,,,,,1,,,12,,7,,,,,,,,3,2,2,3,2,2,2,2,4,,,,,,,,,,,,,,,3,3,2,3,2,2,3,2,5,2,3,4,4,4,5,5,4,2,5,3,5,4,4,3,3,3,3,3,2,4,2,5,3,2,4,3,4,2,4,5,3,5,3,3,5,3,5,2,2,2,4,4,4,3,3,3,3,4,,,,,,,,,,,,,,,,,,,1,1,59,4
2646,529,1,4,1,10,0,0,0,0,1,1,88,88,88,88,88,88,88,88,88,88,99,88,88,,,,,,,,1,,,12,,,10,,,,,,,4,3,1,4,4,4,4,3,4,,,,,,,,,,,,,,,3,4,3,3,3,3,3,3,3,3,3,5,6,88,3,5,2,4,,,,,,4,3,3,3,3,3,3,3,3,3,3,4,3,2,3,2,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,6,6,6,6,6,6,6,6,6,,,,,,,,,,1,1,58,13
2647,834,1,4,8,99,0,0,0,0,0,1,1,3,2,3,3,3,1,2,1,2,1,2,3,,,,,,,,1,,,12,,,,,,,,,,3,4,1,1,1,3,1,1,4,1,64,64,28,40,0,0,72,71,40,,,,,1,3,4,3,2,4,4,1,6,5,4,88,88,88,4,4,4,2,,7,,,,1,3,4,88,4,4,4,1,6,6,4,88,88,88,4,5,4,5,5,5,5,5,5,5,5,4,6,2,2,2,1,2,6,6,2,,,,,,,,,,,,,,,,,,,1,2,55,1
2648,1354,1,4,6,4,0,0,0,0,2,3,88,88,88,3,88,88,88,2,88,88,88,88,88,,,,,,,,,1,,88,,,,,,,,,,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,6,88,88,88,88,88,88,88,88,88,88,6,88,88,88,2,6,88,,,,,,,,,,,,,,,,,,,6,6,6,7,1,6,6,6,6,1,2,59,4
2649,904,1,4,8,99,0,0,0,0,1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,2,1,2,1,1,1,3,4,4,50,50,45,,,,,,,,,,,,4,88,88,88,2,3,88,2,6,4,88,1,3,2,1,5,88,2,4,4,4,4,4,2,3,1,88,88,2,88,1,4,2,88,88,88,88,1,88,88,5,5,5,4,5,6,6,5,3,,,,,,,,,,,,,,,,,,,6,5,3,6,6,6,5,6,6,1,2,77,5
2650,909,1,3,10,3,0,0,0,0,0,1,3,1,3,2,3,3,2,3,3,1,3,3,3,,,,,,,,1,,,2,,5,8,4,6,2,6,,,5,2,1,1,4,3,4,2,4,8,67,0,59,58,0,,58,58,66,15,60,55,44,1,2,3,4,5,3,4,2,4,5,2,5,5,5,5,6,3,2,4,5,4,3,4,2,3,3,4,4,3,3,1,5,5,3,3,4,3,3,2,3,3,4,4,2,3,3,5,1,4,2,3,2,1,2,1,3,3,3,,,,,,,,,,,,,,,,,,,1,2,68,15
2651,658,1,5,1,5,0,0,0,0,0,3,3,3,3,2,3,3,3,2,3,1,3,3,3,,,,,,,,1,,,10,,,,,,,,,,2,2,2,1,4,4,4,4,4,20,,,,,,,60,56,77,,,,,3,4,5,4,5,3,88,3,5,5,5,5,5,4,4,4,2,2,4,5,5,2,5,2,88,4,4,4,88,88,2,4,5,4,6,5,6,5,5,2,3,4,2,3,2,2,4,1,1,,,,,,,,,,,,,,,,,,,6,2,2,2,3,2,3,3,1,1,1,26,23
2652,1095,1,3,6,99,0,0,0,0,2,1,3,3,1,2,1,3,2,1,3,1,2,1,3,,,,,,,1,,,,5,,2,8,10,0,10,10,10,10,2,5,1,2,5,5,1,4,4,56,100,100,0,100,100,91,17,22,20,88,97,80,86,2,4,88,3,3,4,5,3,5,4,2,5,5,5,4,5,4,2,5,6,5,5,5,3,4,3,4,4,4,5,5,6,5,4,4,5,5,4,4,4,6,6,6,6,6,5,5,6,5,2,2,2,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,1,2,63,27
2653,225,1,4,8,3,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,1,2,60,37
2654,605,1,4,1,99,0,0,0,1,1,1,88,88,88,3,88,1,88,88,88,88,88,88,88,,,,,,,,1,,,12,,5,,,,,,,,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,5,5,4,5,5,88,3,88,88,3,88,3,88,5,3,3,4,4,3,4,4,3,4,4,5,5,4,4,4,3,4,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,1,53,14
2655,609,1,5,1,99,1,1,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,99,,5,,,,,,,,4,3,1,1,3,2,2,2,4,,,,,,,,,,,,,,,1,1,4,1,1,2,3,3,5,5,5,2,3,3,4,3,2,2,4,4,4,4,4,2,2,4,2,2,2,3,3,5,5,5,3,3,3,3,3,3,6,6,4,2,5,4,4,3,4,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,38,14
2656,853,1,4,7,11,0,0,0,0,0,3,2,1,2,3,3,3,2,1,1,1,3,3,3,1,,,,,,,,,1,12,,5,6,4,4,6,6,5,5,5,2,3,3,2,2,2,3,4,58,50,10,50,50,50,50,54,57,50,50,50,50,50,4,3,4,2,2,1,4,3,5,4,4,4,5,2,1,5,2,2,5,5,5,4,5,4,4,4,2,3,1,3,3,6,4,4,5,6,4,4,6,3,5,4,4,4,4,1,5,3,1,,,,,,,,,,4,3,2,2,1,1,2,2,2,,,,,,,,,,1,2,50,22
2657,688,1,4,1,12,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,5,8,7,8,0,9,7,,2,2,2,2,3,2,3,4,4,40,40,30,30,30,30,,60,40,80,50,50,50,70,3,88,88,88,3,3,3,2,3,3,4,5,5,5,4,4,4,2,2,2,2,3,2,3,3,88,88,2,2,2,1,2,2,4,5,5,5,5,5,5,3,5,3,3,4,3,3,3,88,,,,,,,,,,,,,,,,,,,3,3,2,3,2,3,2,2,3,1,2,52,14
2658,2524,1,2,10,10,2,0,0,0,2,2,88,3,2,3,3,2,2,2,2,2,1,1,3,,,,,1,,,,,,12,,,,,,,,,,3,2,3,3,3,4,2,3,4,45,40,29,40,41,30,30,55,35,60,50,50,50,50,3,3,4,4,3,3,3,3,4,4,4,3,3,4,4,5,4,2,5,4,5,4,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,5,3,4,3,4,3,3,,,,,,,,,,,,,,,,,,,4,4,4,1,4,2,2,3,1,1,2,63,15
